source_id,target_id,source_case,target_case,source_country,target_country,weight,relation_reasons,source_longitude,source_latitude,target_longitude,target_latitude
7077,1755,"Floating Storage and Regasification Unit in the port of Piombino, Italy","Hassi R'Mel gas field, Algeria",Italy,Algeria,4,same_status:Operating; shared_impacts:[object Object]; shared_groups:Local residents|Workers,10.559038062,42.93942814,3.271093,32.9395
6721,1755,"LNG terminal development at a contaminated DuPont Chemical Site, Greenwich Township, New Jersey","Hassi R'Mel gas field, Algeria",United States,Algeria,4,same_supply_role:Export / extraction; shared_impacts:[object Object]; shared_groups:Local residents,-75.292667,39.829111,3.271093,32.9395
6721,2585,"LNG terminal development at a contaminated DuPont Chemical Site, Greenwich Township, New Jersey","LNG Shannon terminal, Ireland",United States,Ireland,4,same_infrastructure:LNG terminal; shared_groups:Local residents; shared_companies:New Fortress Energy,-75.292667,39.829111,-9.44343,52.57947
6721,6462,"LNG terminal development at a contaminated DuPont Chemical Site, Greenwich Township, New Jersey","NextDecade Liquid Natural Gas (LNG) Terminal, Cork, Ireland",United States,Ireland,4,same_infrastructure:LNG terminal; shared_impacts:[object Object]; shared_groups:Local residents,-75.292667,39.829111,-8.326987603,51.837827994
6721,5825,"LNG terminal development at a contaminated DuPont Chemical Site, Greenwich Township, New Jersey","Novatek's two gas fields in Yamalsky nature reserve, Yamal, Russia",United States,Russia,4,same_supply_role:Export / extraction; shared_impacts:[object Object]; shared_groups:Local residents,-75.292667,39.829111,70.78,68.01
6721,4856,"LNG terminal development at a contaminated DuPont Chemical Site, Greenwich Township, New Jersey","Yamal Mega natural gas project, Arctic Russia",United States,Russia,4,same_supply_role:Export / extraction; shared_impacts:[object Object]; shared_groups:Local residents,-75.292667,39.829111,68.492,70.375
6785,1755,"Liquefied Natural Gas (LNG) Terminal in Sagunto, Spain","Hassi R'Mel gas field, Algeria",Spain,Algeria,4,same_status:Operating; shared_impacts:[object Object]; shared_groups:Local residents|Workers,-0.2152,39.6329,3.271093,32.9395
6785,6721,"Liquefied Natural Gas (LNG) Terminal in Sagunto, Spain","LNG terminal development at a contaminated DuPont Chemical Site, Greenwich Township, New Jersey",Spain,United States,4,same_infrastructure:LNG terminal; shared_impacts:[object Object]; shared_groups:Local residents,-0.2152,39.6329,-75.292667,39.829111
6785,6686,"Liquefied Natural Gas (LNG) Terminal in Sagunto, Spain","Ruwais LNG Terminal in Al Ruwais Industrial City, Abu Dhabi, United Arab Emirates",Spain,United Arab Emirates,4,same_infrastructure:LNG terminal; shared_impacts:[object Object]; shared_groups:Workers,-0.2152,39.6329,52.700810329,24.098781602
6785,4856,"Liquefied Natural Gas (LNG) Terminal in Sagunto, Spain","Yamal Mega natural gas project, Arctic Russia",Spain,Russia,4,same_status:Operating; shared_impacts:[object Object]; shared_groups:Indigenous communities|Local residents,-0.2152,39.6329,68.492,70.375
6212,4968,"Local Residents Protest Sea-3 Liquid Propane Gas Expansion, Providence, Rhode Island, USA","Protests against floating LNG terminal, Krk island, Croatia",United States,Croatia,4,same_supply_role:Broader gas / LNG context; shared_impacts:[object Object]; shared_groups:Local residents,-71.384557486,41.791048761,14.605,45.016
7023,2678,"No LNG in PVD Opposes National Grid Liquefaction Project, RI, US","Gas grabs, Algeria",United States,Algeria,4,same_supply_role:Export / extraction; same_status:Operating; shared_groups:Local residents,-71.393354675,41.797477536,3.06,36.77
7023,1755,"No LNG in PVD Opposes National Grid Liquefaction Project, RI, US","Hassi R'Mel gas field, Algeria",United States,Algeria,4,same_supply_role:Export / extraction; same_status:Operating; shared_groups:Local residents,-71.393354675,41.797477536,3.271093,32.9395
7023,5825,"No LNG in PVD Opposes National Grid Liquefaction Project, RI, US","Novatek's two gas fields in Yamalsky nature reserve, Yamal, Russia",United States,Russia,4,same_supply_role:Export / extraction; shared_groups:Indigenous communities|Local residents,-71.393354675,41.797477536,70.78,68.01
5825,2678,"Novatek's two gas fields in Yamalsky nature reserve, Yamal, Russia","Gas grabs, Algeria",Russia,Algeria,4,same_supply_role:Export / extraction; same_eu_link; shared_groups:Local residents,70.78,68.01,3.06,36.77
6949,6721,"Occupation in 2023 of Fluxys' LNG terminal in Zeebrugge, Belgium","LNG terminal development at a contaminated DuPont Chemical Site, Greenwich Township, New Jersey",Belgium,United States,4,same_infrastructure:LNG terminal; shared_impacts:[object Object]; shared_groups:Local residents,3.21622,51.352316,-75.292667,39.829111
6631,3743,"Predator's 'Mag Mell'  LNG Floating Storage and Regasification Unit (FSRU), Cork, Ireland","New Hampshire's Granite Bridge Gas Pipeline, United States",Ireland,United States,4,same_status:Planned; shared_impacts:[object Object]; shared_groups:Farmers|Local residents,-8.280944824,51.541210613,-71.0705,43.037
7241,6721,"Protests in Huelva against the use of liquefied gas, Spain","LNG terminal development at a contaminated DuPont Chemical Site, Greenwich Township, New Jersey",Spain,United States,4,same_infrastructure:LNG terminal; shared_impacts:[object Object]; shared_groups:Local residents,-6.95022583,37.251100652,-75.292667,39.829111
6686,1755,"Ruwais LNG Terminal in Al Ruwais Industrial City, Abu Dhabi, United Arab Emirates","Hassi R'Mel gas field, Algeria",United Arab Emirates,Algeria,4,same_supply_role:Export / extraction; shared_impacts:[object Object]; shared_groups:Workers,52.700810329,24.098781602,3.271093,32.9395
6686,5825,"Ruwais LNG Terminal in Al Ruwais Industrial City, Abu Dhabi, United Arab Emirates","Novatek's two gas fields in Yamalsky nature reserve, Yamal, Russia",United Arab Emirates,Russia,4,same_supply_role:Export / extraction; same_status:Planned; shared_impacts:[object Object],52.700810329,24.098781602,70.78,68.01
6463,5505,"Rügen LNG import terminal, Germany","Liquefied natural gas project -LNG 2,  Gydan peninsula, Arctic Russia",Germany,Russia,4,same_status:Under construction; shared_impacts:[object Object]; shared_groups:Fishing and coastal communities|Local residents,13.587524,54.483347,76.2,71.78
4879,1755,"Sabetta port, Arctic Russia","Hassi R'Mel gas field, Algeria",Russia,Algeria,4,same_status:Operating; same_eu_link; shared_impacts:[object Object]; shared_groups:Local residents,72.11,71.25,3.271093,32.9395
4879,4968,"Sabetta port, Arctic Russia","Protests against floating LNG terminal, Krk island, Croatia",Russia,Croatia,4,same_supply_role:Broader gas / LNG context; shared_impacts:[object Object]; shared_groups:Local residents,72.11,71.25,14.605,45.016
4847,3743,"Skulte LNG Terminal and Pipeline, Latvia","New Hampshire's Granite Bridge Gas Pipeline, United States",Latvia,United States,4,same_infrastructure:Pipeline; same_status:Planned; shared_groups:Local residents,24.395828247,57.316325944,-71.0705,43.037
7048,1755,"Washington Park and South Providence Residents Oppose Allens Avenue Waste Transfer Station, RI, USA","Hassi R'Mel gas field, Algeria",United States,Algeria,4,same_supply_role:Export / extraction; shared_impacts:[object Object]; shared_groups:Local residents,-71.400876019,41.800615525,3.271093,32.9395
7048,5825,"Washington Park and South Providence Residents Oppose Allens Avenue Waste Transfer Station, RI, USA","Novatek's two gas fields in Yamalsky nature reserve, Yamal, Russia",United States,Russia,4,same_supply_role:Export / extraction; shared_impacts:[object Object]; shared_groups:Local residents,-71.400876019,41.800615525,70.78,68.01
7048,4856,"Washington Park and South Providence Residents Oppose Allens Avenue Waste Transfer Station, RI, USA","Yamal Mega natural gas project, Arctic Russia",United States,Russia,4,same_supply_role:Export / extraction; shared_impacts:[object Object]; shared_groups:Local residents,-71.400876019,41.800615525,68.492,70.375
